,flags.outsideRadius,reasons.count,reasons.items,referralId,venue.categories,venue.delivery.id,venue.delivery.provider.icon.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.name,venue.delivery.url,venue.id,venue.location.address,venue.location.cc,venue.location.city,venue.location.country,venue.location.crossStreet,venue.location.distance,venue.location.formattedAddress,venue.location.labeledLatLngs,venue.location.lat,venue.location.lng,venue.location.neighborhood,venue.location.postalCode,venue.location.state,venue.name,venue.photos.count,venue.photos.groups,venue.venuePage.id
33,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-47f80f73f964a520c04e1fe3-33,"[{'id': '4bf58dd8d48988d182941735', 'name': 'Theme Park', 'pluralName': 'Theme Parks', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,47f80f73f964a520c04e1fe3,Disneyland Park,US,Anaheim,United States,at Disneyland Resort,28876,"['Disneyland Park (at Disneyland Resort)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.811520793777625, 'lng': -117.92013078269869}]",33.811520793777625,-117.92013078269869,,92802,CA,Adventureland,0,[],
34,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-47f80a8cf964a520bc4e1fe3-34,"[{'id': '4bf58dd8d48988d182941735', 'name': 'Theme Park', 'pluralName': 'Theme Parks', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,47f80a8cf964a520bc4e1fe3,Disneyland Park,US,Anaheim,United States,at Disneyland Resort,28871,"['Disneyland Park (at Disneyland Resort)', 'Anaheim, CA 92802', 'United States']",,33.81207217254352,-117.91784316580512,,92802,CA,Tomorrowland,0,[],
35,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a63e3d8f964a520f8c51fe3-35,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a63e3d8f964a520f8c51fe3,1313 Disneyland Dr,US,Anaheim,United States,at Disneyland Park,28955,"['1313 Disneyland Dr (at Disneyland Park)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.811723, 'lng': -117.922184}]",33.811723,-117.922184,,92802,CA,Haunted Mansion,0,[],
36,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-47039f6bf964a520404b1fe3-36,"[{'id': '5109983191d435c0d71c2bb1', 'name': 'Theme Park Ride / Attraction', 'pluralName': 'Theme Park Rides/Attractions', 'shortName': 'Theme Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_', 'suffix': '.png'}, 'primary': True}]",,,,,,,47039f6bf964a520404b1fe3,Frontierland,US,Anaheim,United States,at Disneyland Park,29006,"['Frontierland (at Disneyland Park)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.81271360828488, 'lng': -117.92025568298084}]",33.81271360828488,-117.92025568298084,,92802,CA,Big Thunder Mountain Railroad,0,[],
0,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a60a888f964a520f7c01fe3-0,"[{'id': '4bf58dd8d48988d15e941735', 'name': 'Pool', 'pluralName': 'Pools', 'shortName': 'Pool', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/pool_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a60a888f964a520f7c01fe3,415 Palisades Beach Rd,US,Santa Monica,United States,,2647,"['415 Palisades Beach Rd', 'Santa Monica, CA 90402', 'United States']","[{'label': 'display', 'lat': 34.024277263738725, 'lng': -118.51318120241818}]",34.024277263738725,-118.51318120241818,,90402,CA,Annenberg Community Beach House,0,[],
1,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c283237fe6e2d7f1cf8523c-1,"[{'id': '4bf58dd8d48988d159941735', 'name': 'Trail', 'pluralName': 'Trails', 'shortName': 'Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c283237fe6e2d7f1cf8523c,,US,Santa Monica,United States,Ocean Ave and Marguerita,2780,"['Santa Monica, CA', 'United States']","[{'label': 'display', 'lat': 34.024530454971305, 'lng': -118.511322507401}]",34.024530454971305,-118.511322507401,North of Montana,,CA,Palisades Ocean Walkway,0,[],
2,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a7e2380f964a52021f11fe3-2,"[{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a7e2380f964a52021f11fe3,Ocean Ave,US,Santa Monica,United States,btwn Colorado & Adelaide,3085,"['Ocean Ave (btwn Colorado & Adelaide)', 'Santa Monica, CA 90402', 'United States']","[{'label': 'display', 'lat': 34.02275124810864, 'lng': -118.50874900817871}]",34.02275124810864,-118.50874900817871,Wilshire-Montana,90402,CA,Palisades Park,0,[],
3,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-49e27207f964a52016621fe3-3,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,49e27207f964a52016621fe3,1432 Palisades Beach Rd,US,Santa Monica,United States,at Colorado Ave,4503,"['1432 Palisades Beach Rd (at Colorado Ave)', 'Santa Monica, CA 90401', 'United States']",,34.012746803115235,-118.49832245956846,,90401,CA,Santa Monica State Beach,0,[],
4,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b785dc1f964a520c0c82ee3-4,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b785dc1f964a520c0c82ee3,Barnard Way,US,Santa Monica,United States,Ocean Park Blvd,6081,"['Barnard Way (Ocean Park Blvd)', 'Santa Monica, CA 90265', 'United States']","[{'label': 'display', 'lat': 34.001087023521826, 'lng': -118.48767757415771}]",34.001087023521826,-118.48767757415771,,90265,CA,Ocean Park Beach,0,[],
5,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-50feb101e4b01d6671177f50-5,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,50feb101e4b01d6671177f50,,US,Santa Monica,United States,,6228,"['Santa Monica, CA 90405', 'United States']","[{'label': 'display', 'lat': 34.00039170087885, 'lng': -118.48630220629683}]",34.00039170087885,-118.48630220629683,,90405,CA,South Santa Monica Beach,0,[],
6,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c98e70907916dcbcb2af01b-6,"[{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c98e70907916dcbcb2af01b,2701 Barnard Way,US,Santa Monica,United States,btw Ocean Park Blvd & Ashland Ave,6562,"['2701 Barnard Way (btw Ocean Park Blvd & Ashland Ave)', 'Santa Monica, CA 90407', 'United States']","[{'label': 'display', 'lat': 33.9985625160073, 'lng': -118.48342246177042}]",33.9985625160073,-118.48342246177042,,90407,CA,Ocean View Park,0,[],
7,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4cf1785ae9425481d1886ac5-7,"[{'id': '5bae9231bedf3950379f89d0', 'name': 'State / Provincial Park', 'pluralName': 'State / Provincial Parks', 'shortName': 'State / Provincial Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4cf1785ae9425481d1886ac5,20800 Entrada Rd,US,Topanga,United States,,7732,"['20800 Entrada Rd', 'Topanga, CA', 'United States']","[{'label': 'display', 'lat': 34.09324617541828, 'lng': -118.5863935947418}]",34.09324617541828,-118.5863935947418,,,CA,Topanga State Park,0,[],
8,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4aecafe6f964a52047ca21e3-8,"[{'id': '4bf58dd8d48988d167941735', 'name': 'Skate Park', 'pluralName': 'Skate Parks', 'shortName': 'Skate Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/skate_park_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4aecafe6f964a52047ca21e3,Ocean Front Walk,US,Los Angeles,United States,at E Market St,7974,"['Ocean Front Walk (at E Market St)', 'Los Angeles, CA 90291', 'United States']","[{'label': 'display', 'lat': 33.987127149031664, 'lng': -118.47528770182365}]",33.987127149031664,-118.47528770182365,,90291,CA,Venice Beach Skate Park,0,[],
9,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4ab06de3f964a5205a6720e3-9,"[{'id': '56aa371be4b08b9a8d573562', 'name': 'Canal', 'pluralName': 'Canals', 'shortName': 'Canal', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/river_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4ab06de3f964a5205a6720e3,Dell Ave,US,Venice,United States,at Howland Canal,8860,"['Dell Ave (at Howland Canal)', 'Venice, CA 90291', 'United States']","[{'label': 'display', 'lat': 33.98344032489223, 'lng': -118.4663140359173}]",33.98344032489223,-118.4663140359173,,90291,CA,Venice Canals,0,[],
10,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-574fe9f1498e15b8426b8fd7-10,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,574fe9f1498e15b8426b8fd7,21110 Pacific Coast Hwy,US,Malibu,United States,,8946,"['21110 Pacific Coast Hwy', 'Malibu, CA 90265', 'United States']","[{'label': 'display', 'lat': 34.036921, 'lng': -118.634603}]",34.036921,-118.634603,,90265,CA,Malibu Beach,0,[],
11,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4d742285e278f04de0d553b8-11,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4d742285e278f04de0d553b8,4135 Admiralty Way,US,Marina del Rey,United States,,9681,"['4135 Admiralty Way', 'Marina del Rey, CA 90292', 'United States']","[{'label': 'display', 'lat': 33.97989057863521, 'lng': -118.45821619033813}]",33.97989057863521,-118.45821619033813,,90292,CA,Marina del Rey Beach,0,[],
12,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4e7a903445dd87cfa77b8d18-12,"[{'id': '4bf58dd8d48988d166941735', 'name': 'Sculpture Garden', 'pluralName': 'Sculpture Gardens', 'shortName': 'Sculpture', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sculpture_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4e7a903445dd87cfa77b8d18,5905 Wilshire Blvd,US,Los Angeles,United States,,16716,"['5905 Wilshire Blvd', 'Los Angeles, CA 90036', 'United States']","[{'label': 'display', 'lat': 34.063027, 'lng': -118.359175}]",34.063027,-118.359175,,90036,CA,Urban Light at LACMA,0,[],
13,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4b5ba682f964a520aa0d29e3-13,"[{'id': '4bf58dd8d48988d159941735', 'name': 'Trail', 'pluralName': 'Trails', 'shortName': 'Trail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/hikingtrail_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4b5ba682f964a520aa0d29e3,3998 Solstice Canyon Rd.,US,Malibu,United States,at Corral Canyon Rd.,18827,"['3998 Solstice Canyon Rd. (at Corral Canyon Rd.)', 'Malibu, CA 90265', 'United States']","[{'label': 'display', 'lat': 34.03382125031014, 'lng': -118.74168472786972}]",34.03382125031014,-118.74168472786972,,90265,CA,Solstice Canyon,0,[],
14,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-53822fe5498e59fc127da73f-14,"[{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}]",,,,,,,53822fe5498e59fc127da73f,,US,Los Angeles,United States,,19156,"['Los Angeles, CA', 'United States']","[{'label': 'display', 'lat': 34.115799227012424, 'lng': -118.35308041923892}]",34.115799227012424,-118.35308041923892,,,CA,Peak of Runyon Canyon,0,[],
15,,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4efe34736da1cd035752078a-15,"[{'id': '4deefb944765f83613cdba6e', 'name': 'Historic Site', 'pluralName': 'Historic Sites', 'shortName': 'Historic Site', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4efe34736da1cd035752078a,203 Chautauqua Blvd,US,Los Angeles,United States,,1851,"['203 Chautauqua Blvd', 'Los Angeles, CA 90272', 'United States']","[{'label': 'display', 'lat': 34.02993342610854, 'lng': -118.51930620543297}]",34.02993342610854,-118.51930620543297,,90272,CA,The Eames House (Case Study House #8),0,[],
16,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-5688cae1498e685a079c185d-16,"[{'id': '4bf58dd8d48988d1f1931735', 'name': 'General Entertainment', 'pluralName': 'General Entertainment', 'shortName': 'Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,5688cae1498e685a079c185d,1200 Getty Center Dr,US,Los Angeles,United States,,7384,"['1200 Getty Center Dr', 'Los Angeles, CA 90049', 'United States']","[{'label': 'display', 'lat': 34.078309454378086, 'lng': -118.4752106666565}]",34.078309454378086,-118.4752106666565,Brentwood,90049,CA,The Getty Center,0,[],
17,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-427ff980f964a520c7211fe3-17,"[{'id': '4bf58dd8d48988d18f941735', 'name': 'Art Museum', 'pluralName': 'Art Museums', 'shortName': 'Art Museum', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_art_', 'suffix': '.png'}, 'primary': True}]",,,,,,,427ff980f964a520c7211fe3,1200 Getty Center Dr,US,Los Angeles,United States,,7380,"['1200 Getty Center Dr', 'Los Angeles, CA 90049', 'United States']","[{'label': 'display', 'lat': 34.07760491989963, 'lng': -118.47459381751833}]",34.07760491989963,-118.47459381751833,,90049,CA,J. Paul Getty Museum,0,[],90484625
18,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4fe62596e4b0d55eff1ed06e-18,"[{'id': '4bf58dd8d48988d18f941735', 'name': 'Art Museum', 'pluralName': 'Art Museums', 'shortName': 'Art Museum', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_art_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4fe62596e4b0d55eff1ed06e,1200 Getty Center Dr,US,Los Angeles,United States,,8034,"['1200 Getty Center Dr', 'Los Angeles, CA 90049', 'United States']","[{'label': 'display', 'lat': 34.08756020497029, 'lng': -118.47574758991463}]",34.08756020497029,-118.47574758991463,,90049,CA,Getty Sculpture Garden,0,[],
19,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-40a6af00f964a52027f31ee3-19,"[{'id': '4bf58dd8d48988d18f941735', 'name': 'Art Museum', 'pluralName': 'Art Museums', 'shortName': 'Art Museum', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_art_', 'suffix': '.png'}, 'primary': True}]",,,,,,,40a6af00f964a52027f31ee3,5905 Wilshire Blvd,US,Los Angeles,United States,at S Ogden Dr,16720,"['5905 Wilshire Blvd (at S Ogden Dr)', 'Los Angeles, CA 90036', 'United States']",,34.06338081629792,-118.35920388198868,,90036,CA,Los Angeles County Museum of Art (LACMA),0,[],
0,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4a1a3855f964a520897a1fe3-0,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4a1a3855f964a520897a1fe3,103 Pacific Coast Hwy,US,Huntington Beach,United States,btwn Beach Blvd. & Seapoint St.,7355,"['103 Pacific Coast Hwy (btwn Beach Blvd. & Seapoint St.)', 'Huntington Beach, CA 92648', 'United States']","[{'label': 'display', 'lat': 33.66235342235485, 'lng': -118.0099868774414}]",33.66235342235485,-118.0099868774414,,92648,CA,Huntington Beach City Beach,0,[],
1,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c796d65df08a1cd18b3da5d-1,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c796d65df08a1cd18b3da5d,2800 East Ocean Boulevard,US,Long Beach,United States,on the beach at the end of Temple Avenue,10846,"['2800 East Ocean Boulevard (on the beach at the end of Temple Avenue)', 'Long Beach, CA 90803', 'United States']","[{'label': 'display', 'lat': 33.76251761899686, 'lng': -118.16283519312366}]",33.76251761899686,-118.16283519312366,,90803,CA,Long Beach Bike Path / Boardwalk,0,[],
2,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4f23dbfde4b0617643ae395e-2,"[{'id': '4bf58dd8d48988d1e3941735', 'name': 'Surf Spot', 'pluralName': 'Surf Spots', 'shortName': 'Surf Spot', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/surfspot_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4f23dbfde4b0617643ae395e,25th St,US,Newport Beach,United States,Balboa,16634,"['25th St (Balboa)', 'Newport Beach, CA 92663', 'United States']","[{'label': 'display', 'lat': 33.610755360822786, 'lng': -117.93043516955288}]",33.610755360822786,-117.93043516955288,,92663,CA,Newport Beach @ Ocean View,0,[],
3,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4c719ee3d944224bfab20a29-3,"[{'id': '4bf58dd8d48988d1e2941735', 'name': 'Beach', 'pluralName': 'Beaches', 'shortName': 'Beach', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4c719ee3d944224bfab20a29,,US,Newport Beach,United States,,16922,"['Newport Beach, CA 92663', 'United States']","[{'label': 'display', 'lat': 33.60833409148612, 'lng': -117.92889053679741}]",33.60833409148612,-117.92889053679741,,92663,CA,Newport Beach Boardwalk,0,[],
4,True,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-10-4d26943c6e27a143cce40624-4,"[{'id': '4bf58dd8d48988d164941735', 'name': 'Plaza', 'pluralName': 'Plazas', 'shortName': 'Plaza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}, 'primary': True}]",,,,,,,4d26943c6e27a143cce40624,"Main Street, U.S.A.",US,Anaheim,United States,at Disneyland Park,17264,"['Main Street, U.S.A. (at Disneyland Park)', 'Anaheim, CA 92802', 'United States']","[{'label': 'display', 'lat': 33.81033090924487, 'lng': -117.91909923710223}]",33.81033090924487,-117.91909923710223,,92802,CA,Town Square,0,[],
