,name,id,category,address,lat,lng,city,state,rating,price_tier,serves,bucket,big_bucket,image_url,like_counts
1487,Dutch Goose,40eb3d00f964a520280a1fe3,'burger joint',3567 Alameda de Las Pulgas,37.43197076,-122.20159199999999,Menlo Park,CA,8.5,1,"Happy Hour, Brunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/-FAWkI2-kjzXXf36Q7XHRgKfgVEcyXLE14fNCzfaTTg.jpg,239
1488,Sushi Main Street,4aa4593df964a5208b4620e3,'japanese restaurant',696 Mill St,37.464577,-122.429345,Half Moon Bay,CA,7.4,2,Brunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/58577961_CT9QvngGXSnL_aL3eziqbZfoeXhNFk2-9zq6GMMXkS8.jpg,29
1489,Prima Deli,4b2d3b7ff964a520cad124e3,'deli / bodega',Roosevelt & Upton,37.4662667,-122.24101329999999,Redwood City,CA,8.7,1,Brunch & Lunch,0,1,https://fastly.4sqi.net/img/general/300x500/7z5g4MOoai2kjCoCr4KN6Ps31XnnG3yGvSEvqvYnrmI.jpg,25
1490,Flying Fish Grill,4a3069eaf964a52062991fe3,'seafood restaurant',211 San Mateo Rd,37.46785815,-122.4292314,Half Moon Bay,CA,7.4,2,"Dessert, Brunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/1113100_LpY1qr45V9PupIK8JBTMfoz1SAI8FlM1lCwnLxA1J5k.jpg,57
1491,Avanti Pizza,4502cef0f964a520d1381fe3,'pizza place',3536 Alameda de Las Pulgas,37.43199004,-122.2022414,Menlo Park,CA,8.3,1,,5,1,https://fastly.4sqi.net/img/general/300x500/113904_vNmt_3cyQbMt4Ru6AQjG8aqGkieu7K7V-r_KkzbU4ow.jpg,9
1492,Flea Street Cafe,4ac7f846f964a520ecba20e3,'new american restaurant',3607 Alameda de Las Pulgas,37.43177357,-122.20132859999998,Menlo Park,CA,8.3,4,Dinner,3,1,https://fastly.4sqi.net/img/general/300x500/p5uJxzWMvXCFmicd80ZTr0OBS2EDWQVuinRNiIUy8ak.jpg,45
1493,Miramar Beach Restaurant,4a74fa3af964a52030e01fe3,'seafood restaurant',131 Mirada Rd,37.49565737,-122.462396,Half Moon Bay,CA,8.2,2,"Happy Hour, Dinner & more",3,1,https://fastly.4sqi.net/img/general/300x500/mEqRSB1egBCG4kONungairSTsA0KMw80tKf4RNeFcS4.jpg,138
1494,Sam's Chowder House,4a9ac62df964a5209c3220e3,'seafood restaurant',4210 Cabrillo Hwy N,37.50244508,-122.4757806,Half Moon Bay,CA,8.4,2,"Happy Hour, Brunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/edp6izu4FFQcBq09yGYX9xOLfEpY61-fvE3ZA_mrNHc.jpg,538
1495,Restaurant Mitsunobu,4ea4c815e3008f7d9312dfc4,'japanese restaurant',325 Sharon Park Dr Ste A2,37.424049,-122.19661799999999,Menlo Park,CA,7.9,4,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/bMhRZsAHQUJ1uQUGwSIlelIygUppkN9xbeyfSm7QfE8.jpg,24
1496,Barbara's Fishtrap,4a6c8c21f964a520cad01fe3,'seafood restaurant',281 Capistrano Road,37.50349862,-122.4851472,Half Moon Bay,CA,8.2,2,"Dinner, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/II7n2WN5cv5gaevvlCkUVOEiaWERtqebw7oAHNI06lE.jpg,175
1497,Old Port Lobster Shack,57421586498ea979f711ea8f,'seafood restaurant',20 Woodside Plz,37.45787004,-122.2287341,Redwood City,CA,8.1,3,"Dinner, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/10793227_wR2md4TfWph759YITyWkCxflMCE2Sp4vcCDo7RVZ9Dk.jpg,32
1498,Oh Baby Sushi,544b3a9d498ee019d15f1e0b,'japanese restaurant',2139 Roosevelt Ave,37.46612246,-122.2411199,Redwood City,CA,8.1,2,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/29624212_ZUfLA9TtZFmSbYpZgebyQfWk1GyCOWNd-EgheIbhTbg.jpg,37
1499,Mademoiselle Colette,56194b44498ed60329b635fa,'bakery',816 Santa Cruz Ave,37.45087221,-122.185341,Menlo Park,CA,8.8,1,"Happy Hour, Lunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/5642250_PyP7a6BusDkqnMn_eO0B2ljihNwi1fTzMljl70jkxPU.jpg,76
1500,Via Uno,531e7ba6498ee8e16fd4b734,'italian restaurant',2810 Cabrillo Hwy N,37.49045457,-122.4516764,Half Moon Bay,CA,7.6,3,"Dessert, Breakfast & more",7,1,https://fastly.4sqi.net/img/general/300x500/93878_m7c35xBcBVeyjkaZ39FrMslJ9A6kc8Z2fSsYFm6oqDM.jpg,29
1501,Woodside Deli,4a9198cff964a520dd1a20e3,'deli / bodega',1400 Woodside Rd,37.45693977,-122.22744009999998,Redwood City,CA,8.0,1,Brunch & Lunch,0,1,https://fastly.4sqi.net/img/general/300x500/Cj7ZcWZKWGCS2uLgMYblLzl0VjCuLVtEp5sHP0sxjrw.jpg,32
1502,Moonside Bakery & Cafe,4a92b73bf964a5206d1d20e3,'bakery',604 Main St Ste A,37.46255142,-122.429525,Half Moon Bay,CA,7.1,2,"Dessert, Breakfast & more",1,1,https://fastly.4sqi.net/img/general/300x500/CfzpzBB6SKaiygHh9lM-4IZ0BCFZkapQ-K9gXhP5-AQ.jpg,44
1503,Vina Enoteca,5827e4605f78034bcf45f126,'italian restaurant',700 Welch Rd,37.43738538,-122.1732898,Palo Alto,CA,8.6,2,Lunch & Dinner,7,1,https://fastly.4sqi.net/img/general/300x500/84527080_uUKqMEJCzdYK8acM1DJjEeamep6oTS59WJB_7w_42LU.jpg,62
1504,True Food Kitchen,57f70c6f498ee867df9182c3,'gluten-free restaurant',180 El Camino Real Ste 1140,37.44384134,-122.17026470000002,Palo Alto,CA,9.0,3,"Dinner, Lunch & more",10,1,https://fastly.4sqi.net/img/general/300x500/468865436_SP1LrdqXFUGOz5mkfuR3wszLHD9y4CBF7twDSLEIM1g.jpg,143
1505,Sushi Plus,4fe9259be4b009caac3c3547,'sushi restaurant',30 Woodside Plz,37.45783412,-122.22880190000001,Redwood City,CA,7.9,2,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/2498573_Xda4NohNrlPn95ZOccTmqtcQvjGLvcV-cOqkJwqYe9w.jpg,68
1506,Johnston's Saltbox,5341ab3e11d26f93931a0603,'american restaurant',1696 Laurel St,37.49418654,-122.24647809999999,San Carlos,CA,9.0,2,"Happy Hour, Brunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/53631963_qHQaJg7fcIuD8f2gB_NgIKCCTSz2TVUJZYHlAFYe2-M.jpg,121
1507,Vesta,4fe0d427e4b059d64fab1305,'pizza place',2022 Broadway St,37.4866794,-122.22678490000001,Redwood City,CA,9.2,2,"Dinner, Lunch & more",5,1,https://fastly.4sqi.net/img/general/300x500/61226640_T1yEtChL3FSiVFEQDl9bFlY18IJSzHgqwRoyA0oyyfo.jpg,291
1508,Satura Cakes,4b415cd7f964a520d9c525e3,'bakery',200 Main St,37.37883525,-122.1158604,Los Altos,CA,9.0,1,"Lunch, Brunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/52247186_TI27lUKFkXs3yQH3oKI7dM06_81ZWCOS78aPGYDbOl8.jpg,136
1509,Taqueria La Mordida,5466af8d498efb61637c06fa,'mexican restaurant',na,37.47000972,-122.4357014,Half Moon Bay,CA,7.2,1,Lunch & Dinner,4,1,https://fastly.4sqi.net/img/general/300x500/463479922_dO5tQILvOZEFdmfIJq0PWPZlE5xAOCNnxB1jGu8gXhQ.jpg,9
1510,Gourmet Haus Staudt,4a29ae24f964a520c0951fe3,'german restaurant',2615 Broadway St,37.48594096,-122.233516,Redwood City,CA,8.8,2,"Happy Hour, Brunch & more",7,1,https://fastly.4sqi.net/img/general/300x500/oAJ_3bwvZxBa5kJHThkZCIWE8sxR_xv80kNLL_t8rVU.jpg,265
1511,The Refuge,51b7e009498ee28360c74f52,'gastropub',1143 Crane St,37.45144323,-122.18585359999999,Menlo Park,CA,8.6,2,"Dinner, Lunch & more",2,1,https://fastly.4sqi.net/img/general/300x500/38488431_hwK_4XLQQbhoiRFOpqrn6a8q1V-dSjEOSReK_RwuWJk.jpg,212
1512,Evvia Estiatorio,481f5aadf964a520854f1fe3,'greek restaurant',420 Emerson St,37.44517707,-122.1638037,Palo Alto,CA,9.4,3,"Happy Hour, Dinner & more",8,1,https://fastly.4sqi.net/img/general/300x500/D2EoIoiW4NtKVkgNkIgvOH1ejU9PEMJCyontZz-Jvyg.jpg,358
1513,Zareen's,57f7eb9f498edf8f0808bf90,'indian restaurant',365 California Ave,37.42683365,-122.14417900000001,Palo Alto,CA,9.3,2,"Dinner, Lunch & more",11,1,https://fastly.4sqi.net/img/general/300x500/498777356_-BfR5-0xewOJNISFC3ytnL70yXTwYIoUlCHzXUqA-tE.jpg,120
1514,VMware Café 8147,50eb4a08e4b0d58a669bf318,'restaurant',3431 Hillview Ave,37.39870751,-122.14171670000002,Palo Alto,CA,8.3,2,Lunch,,3,https://fastly.4sqi.net/img/general/300x500/207859_lAebsKTM1GfZcFdSVyCj0-ioCe_FRzEQ8Oud7eNSZOE.jpg,48
1515,LV Mar,52900ebf11d2556bc1738321,'latin american restaurant',2042 Broadway St,37.48665667,-122.22711699999999,Redwood City,CA,8.9,3,"Happy Hour, Lunch & more",4,1,https://fastly.4sqi.net/img/general/300x500/888177_MOndfkSPttKt0QF_lsYj5YztznSvqNE4Bsjr84kl0iw.jpg,77
1516,Pizzeria Delfina,53111ef0498e16e6b7135f43,'pizza place',651 Emerson St,37.443351,-122.1604893,Palo Alto,CA,9.1,2,Lunch & Dinner,5,1,https://fastly.4sqi.net/img/general/300x500/61475134_zoqlw8XgadnBG-tQSgnhrRMtISjhrYaAlJqqNIbPVoc.jpg,323
1517,Mediterranean Delite,4a439637f964a52096a61fe3,'mediterranean restaurant',1620 El Camino Real,37.49521731,-122.2465279,San Carlos,CA,8.7,2,"Dinner, Lunch & more",8,1,https://fastly.4sqi.net/img/general/300x500/2487374_39g23HEcdEg2dSfcZ09TcsoRZ5WAqVRCiAoAjbve-C4.jpg,42
1518,Wakuriya,4b108551f964a520277223e3,'japanese restaurant',115 De Anza Blvd,37.52110109,-122.33709180000001,San Mateo,CA,8.6,4,Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/1511200_4p1ZLltael1AN1CrGI3bOxfFZV_npuonWAKIvQRpPUA.jpg,35
1519,Ketch Joanne's,4b259d4df964a520927424e3,'american restaurant',17 Johnson Pier,37.50358233,-122.4823269,El Granada,CA,7.9,2,"Dessert, Brunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/0ZZyDjtLfmg93HSOGsS_Qm8wTqPkg5PUdSyUgtXOjWU.jpg,62
1520,Los Altos Grill,426d8480f964a5205f211fe3,'american restaurant',233 3rd St,37.37838558,-122.1149629,Los Altos,CA,8.7,3,Dinner & Happy Hour,3,1,https://fastly.4sqi.net/img/general/300x500/109145_X7PLjDOGIV4gG93pqPGq9A_MihHBkKSCCGuh7ANlL40.jpg,197
1521,Lorenzo's Sandwich Shop,4a3007c0f964a52009991fe3,'sandwich place',911 Villa Ave,37.51277467,-122.2934182,Belmont,CA,8.7,1,Lunch,0,1,https://fastly.4sqi.net/img/general/300x500/264553_hUQ0sp8seC4zJyomIuYjPt27edRxJxJHFVlYV2WsxtY.jpg,25
1522,The Refuge,49f9114bf964a520586d1fe3,'sandwich place',963 Laurel St,37.50183716,-122.25533300000001,San Carlos,CA,8.9,2,"Dinner, Lunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/15701021_gqpzMomIR3bTbdjbSj9BCRyucKY3AgTJqbYX84_bi1w.jpg,274
1523,The Sandwich Spot,4d7455c71a8aa35d120c0fa7,'sandwich place',2420 Broadway St,37.48646852,-122.2316968,Redwood City,CA,8.6,2,"Happy Hour, Brunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/19125707_DweaJD0VQkE_RmEEy5EuLOgrpVPF7HWV13ExbJlcnJY.jpg,119
1524,Vivace Ristorante,4ad4d920f964a52036fc20e3,'italian restaurant',1910 Ralston Ave,37.51261959,-122.29308020000002,Belmont,CA,8.6,2,Lunch & Dinner,7,1,https://fastly.4sqi.net/img/general/300x500/VJS4WtqtaUum4YGSz1wUjPnGQQLOmLWxrXOoIF7daZA.jpg,41
1525,Tortellini and Orginali,4f325d3f19836c91c7d0858e,'food',4931 Pescadero Creek Rd,37.253413,-122.35122,Pescadero,CA,,na,,,3,,0
1526,Town Restaurant,49f78793f964a520b16c1fe3,'steakhouse',716 Laurel St,37.50491694,-122.2594075,San Carlos,CA,8.9,3,"Happy Hour, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/wpjAWOM8hs_ZB2hH_eGPKzbmJX9z_uo9-7npwE0PoXc.jpg,264
1527,Manresa Bread,574f2b42498ed111ad66c711,'bakery',271 State St,37.37923428,-122.11708,Los Altos,CA,8.5,1,Breakfast & Lunch,1,1,https://fastly.4sqi.net/img/general/300x500/14052413_X8bnAgynwl9VCYC8bxW-d5uJB9x3MALIaea74cVEndc.jpg,54
1528,The Striped Pig,5621a57b498e6bd212097609,'gastropub',917 Main St,37.48485048,-122.22614009999998,Redwood City,CA,8.6,3,Dinner & Happy Hour,2,1,https://fastly.4sqi.net/img/general/300x500/84057168_nha1ycbi-pu5C2IsVt-AsqFqQyGlcgtouV0q4XHVHQA.jpg,56
1529,In-N-Out Burger,4c22b04699282d7f979967b0,'burger joint',949 Veterans Blvd,37.49058613,-122.22783030000001,Redwood City,CA,8.8,1,Lunch & Dinner,0,1,https://fastly.4sqi.net/img/general/300x500/323463_6Od9FZ5iIR9r13rFxbXI_5g27fVKmWc8xd5726WREdY.jpg,286
1530,Kemuri Japanese Baru,5543e16e498e26cd79f34307,'japanese restaurant',2616 Broadway St,37.486402500000004,-122.23369129999999,Redwood City,CA,8.4,2,"Happy Hour, Dinner & more",9,1,https://fastly.4sqi.net/img/general/300x500/165392_QOOjhPS7hGodL2Wf1qMkiKZnTawW6i4idAmoqH8f-w4.jpg,86
1531,Douce France,439abdf9f964a520d42b1fe3,'café',855 El Camino Real #104,37.43894173,-122.1589008,Palo Alto,CA,8.7,2,"Dessert, Breakfast & more",1,1,https://fastly.4sqi.net/img/general/300x500/1363639_Ob2CQ3fjA6vUvImsd0hPXEMPyf9H1Pqa6Z8btL-d_nM.jpg,114
1532,Rainbow Pizza,4a30bc2df964a52088991fe3,'pizza place',112 De Anza Blvd,37.52132885,-122.3373377,San Mateo,CA,8.4,2,"Dinner, Lunch & more",5,1,https://fastly.4sqi.net/img/general/300x500/4095937_ljMDeERpaxs37GNPYoLMbjA-66yrg1f4ozGyi4Hy3AA.jpg,43
1533,Ramen Nagi,5b1739f0974617002c65a18f,'ramen restaurant',541 Bryant St,37.44541979,-122.1607053,Palo Alto,CA,8.9,na,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/10280477_ApvFOW4SypmNXL_JooCSuzrjz-CyZD5h0X-b3jQnCws.jpg,87
1534,PASTIS Bistro Français,4ed9d0fe7bebc29454c21e82,'french restaurant',447 S California Ave,37.42582489,-122.14516110000001,Palo Alto,CA,8.7,2,"Dessert, Lunch & more",7,1,https://fastly.4sqi.net/img/general/300x500/94035125_x9aFUneEBKJVM_gg_KM9RqPpta57IT4GISFz9FD9Z_w.jpg,136
1535,Zadna,56b911b1498e829174cba290,'mediterranean restaurant',2653 Broadway St,37.48611965,-122.234209,Redwood City,CA,8.4,2,Lunch & Dinner,8,1,https://fastly.4sqi.net/img/general/300x500/1106017_oNZ-VABSy63kLrbv7nan_4cjonkytf4uMX4wwKb1pf8.jpg,36
1536,Caffé Mezza Luna,4a5d3d9af964a5206fbd1fe3,'café',240 Capistrano Rd,37.50450658,-122.48288570000001,Half Moon Bay,CA,7.8,2,"Dessert, Lunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/8020888_E5PPStyJQSEU5flVFwyp6ad1b3NNMi-M65GjNXWTCxQ.jpg,39
1537,Oren's Hummus Shop,4df7ce8315205e0e3f6b06a4,'israeli restaurant',261 University Ave,37.4455305,-122.1620208,Palo Alto,CA,8.8,2,"Dinner, Lunch & more",8,1,https://fastly.4sqi.net/img/general/300x500/vIIHXT63bCbY3csIDP5943XooPT8KCXKDR1Y4jxM0ls.jpg,759
1538,Bazille,592b35650d8a0f2067baec37,'new american restaurant',550 Stanford Shopping Ctr,37.43910089,-122.1735263,Palo Alto,CA,8.2,3,"Dessert, Brunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/134197857_kui94-Ji8V1cJgIRO92T04-ngLloq8XXqE9uVFeMA4U.jpg,5
1539,sweetgreen,57381835498e3a48d6b771f4,'salad place',"581 Ramona St, Ste 120",37.44470066,-122.16094809999998,Palo Alto,CA,8.7,2,"Dinner, Lunch & more",10,1,https://fastly.4sqi.net/img/general/300x500/3048196_E89qgCbkDyOU0WAFHpL7bVJH9AVBz3zeUj5h6RHK45Y.jpg,104
1540,The Press,55981370498ea6e887b225de,'café',107 Sevilla Ave,37.50603396,-122.48107420000001,El Granada,CA,7.9,1,"Dessert, Lunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/21462696_7lGIKRvQmkYnyMhgeqOHDvZ6niAxcPNg4qoZbxLzs5Q.jpg,21
1541,Sumika,4a9603b2f964a520d22520e3,'japanese restaurant',236 Central Plz,37.37923171,-122.1168024,Los Altos,CA,8.4,3,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/452831_N8d8Ihv-JzNl6RydRLQtu5NFhWdtL_HpDt7_c94JYlY.jpg,152
1542,State of Mind Public House & Pizzeria,5a695a006c08d17ba1562fd3,'pizza place',101 Plaza N,37.38044351,-122.1157322,Los Altos,CA,8.4,1,"Bar Snacks, Brunch & more",5,1,https://fastly.4sqi.net/img/general/300x500/3248022_3frKzZq6RXNId8VPbldqgd_lMOhx8b252Y7jSz8u_EA.jpg,18
1543,Bird Dog,563adcc8cd10e452f059bc3e,'new american restaurant',420 Ramona St,37.44577511,-122.16309790000001,Palo Alto,CA,8.7,3,Dinner,3,1,https://fastly.4sqi.net/img/general/300x500/140877_tLxVRhSkXVFqn59bM2VuMHtKRSiuP0lSS964B6OuASU.jpg,155
1544,Patxi's Pizza,42b9fb80f964a52097251fe3,'pizza place',441 Emerson St,37.44512459,-122.1634415,Palo Alto,CA,8.6,2,"Happy Hour, Brunch & more",5,1,https://fastly.4sqi.net/img/general/300x500/15245553_WANnPMuyovwv-V0hAxuBKCtlLz7z4PkPRVy43ElULcI.jpg,245
1545,Los Carnalitos,57080304498e3b4e7cb442d7,'food truck',2907 El Camino Real,37.468962100000006,-122.21147579999999,Redwood City,CA,8.2,1,Breakfast & Lunch,0,1,https://fastly.4sqi.net/img/general/300x500/108519540_kNPt3inDth1YJdAZZBl8w4ZXcCcmN8_Jixm4IVL90Po.jpg,9
1546,Dianda's Italian American Pastry - San Mateo,4b243ac7f964a5203b6424e3,'bakery',117 Crystal Springs Shopping Center,37.52108247,-122.3371134,San Mateo,CA,8.3,1,"Lunch, Brunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/2853381_rHddKy2byNoOkwdau6WUGeoHX53mG4kH-6qKhe_jMng.jpg,12
1547,Tamarine Restaurant,4202bb00f964a520621f1fe3,'vietnamese restaurant',546 University Ave,37.44894969,-122.15857450000001,Palo Alto,CA,9.0,3,"Happy Hour, Dinner & more",9,1,https://fastly.4sqi.net/img/general/300x500/hVGenGYhJpOTxmHak602jb-nQmf_wErtbroQ5HA3qIE.jpg,324
1548,Martin's West,4a31abd6f964a5200f9a1fe3,'gastropub',831 Main St,37.48601659,-122.22622439999999,Redwood City,CA,8.4,3,Dinner & Happy Hour,2,1,https://fastly.4sqi.net/img/general/300x500/80232_6gTQnB9veAQEyXsoSzvz5muscZ1dicKlEX8kaet8Tg8.jpg,211
1549,Princeton Seafood Co.,4b33a3aaf964a520ee1b25e3,'seafood restaurant',9 Johnson Pier,37.50353395,-122.4821544,Half Moon Bay,CA,7.8,2,"Dessert, Brunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/4883021_RyYx45LcESbEYQt0YAr3r4AYSuYGHWdzkNo7vyNfC7w.jpg,53
1550,Fambrini's Terrace Cafe,4a9d7d8ff964a5205a3820e3,'sandwich place',2600 El Camino Real Ste 220,37.42395309,-122.1443583,Palo Alto,CA,8.5,1,Lunch,0,1,https://fastly.4sqi.net/img/general/300x500/35351_0c1DQcVDkdZ6Vz7A0-NRHbSIdqmSRaQq0SCzvr29iVk.jpg,59
1551,La Bodeguita del Medio,4a43cb01f964a520d2a61fe3,'cuban restaurant',463 S California Ave,37.42551746,-122.145316,Palo Alto,CA,8.5,3,Lunch & Dinner,4,1,https://fastly.4sqi.net/img/general/300x500/2097485_B_ZF4rEW8A1Y5OceCRW3tazcRlmOgz4EXnn4lVcoTDk.jpg,225
1552,Kyosho,596193270a464d1ac15e4388,'japanese restaurant',605 Santa Cruz Ave,37.45340661,-122.1830304,Menlo Park,CA,8.3,2,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/4832145_SnsGL8zsJq6lQ752bHcguxuSQ4zf94kUPahUpHoS7z8.jpg,21
1553,Monster Chef,53e03645498e9eba099e17b0,'japanese restaurant',10151 Cabrillo Hwy N,37.50553942,-122.4811202,Half Moon Bay,CA,7.8,2,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/338923060_07yA32suoQv-Bm-HYJsGdZ-wOsEdJx_c-Eg2hSanSuY.jpg,21
1554,Mediterranean Wraps,4a26dd28f964a520e77e1fe3,'mediterranean restaurant',425 S California Ave,37.426046899999996,-122.14509740000001,Palo Alto,CA,8.5,2,"Dinner, Lunch & more",8,1,https://fastly.4sqi.net/img/general/300x500/P9RFTFvfmtrZrCUaWZFvr6bBiWcDhZ7dSv84TijGz_8.jpg,97
1555,Asa,59a8d4fd2105c33258833ac6,'spanish restaurant',242 State St,37.37949049,-122.1168206,Los Altos,CA,8.3,2,Dinner,4,1,https://fastly.4sqi.net/img/general/300x500/42733_awvzkBryLh-MAqCOECocV9lMGzSSsncN_oBdfc1cb48.jpg,17
1556,Mendocino Farms,5c1d5cb6835c9a002c4e8bef,'sandwich place',167 Hamilton Ave,37.443655,-122.16199099999999,Palo Alto,CA,8.5,1,"Dinner, Lunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/461869_h0pwXPjE1O6Tksn7jHuEdLRV5D1K2LO8j6pvx6fJ94s.jpg,5
1557,Tootsies,4b16cd3ef964a520afbd23e3,'italian restaurant',700 Welch Rd,37.43721191,-122.1731994,Palo Alto,CA,8.0,2,"Lunch, Brunch & more",7,1,https://fastly.4sqi.net/img/general/300x500/2331267_y5XPSgCkmr6hvYXtZIIZrl2ogv2gKddYihcl_UyovkY.jpg,118
1558,Sundance The Steakhouse,42bdf000f964a520aa251fe3,'steakhouse',1921 El Camino Real,37.42844109,-122.14969170000002,Palo Alto,CA,8.4,4,"Happy Hour, Dinner & more",3,1,https://fastly.4sqi.net/img/general/300x500/OWWP3DBMO4GSVMJ4BJD25BAS5C4LCS3QARNQDLRHODEQQKML.jpg,195
1559,Gott's Roadside,51832944498e2d9632152a9b,'burger joint',65 Town & Country Village,37.43789171,-122.1598963,Palo Alto,CA,8.3,2,"Dessert, Dinner & more",0,1,https://fastly.4sqi.net/img/general/300x500/54703244_GXaDrobZ5ZicXoZVVdoTDliUmK3qpZhfB5On7L9n53g.jpg,215
1560,Ragged Point Restaurant,4d1d3d4cdd6a236afa001c38,'restaurant',na,35.78095559,-121.3300499,na,California,5.9,2,Lunch & Dinner,,3,https://fastly.4sqi.net/img/general/300x500/45622270__EZYOJN-ZxJ33Pbc6H_dZBaN8ZSrMnEqaz_NFN2vP1c.jpg,12
1561,Sebastian's General Store,4b40ead2f964a52062bd25e3,'sandwich place',442 SLO San Simeon Road,35.64360682,-121.19165819999999,San Simeon,CA,8.4,1,Brunch & Lunch,0,1,https://fastly.4sqi.net/img/general/300x500/13984190_wFPlCOR00tuDG6vOCbBXJls2vVpuDIEczna1qEZ7Bdc.jpg,68
1562,Ragged Point Snack Bar,5058bf37e4b0b100c6ea1b37,'snack place',na,35.781432,-121.32993799999998,San Simeon,CA,,1,,1,1,https://fastly.4sqi.net/img/general/300x500/510349336_W3-_bWncjTxaXsdCpAB7GdUNu6aVXVAvkyZT30rY6Pc.jpg,1
1563,Whale Watcher's Cafe,4c2a9e0b57a9c9b673d4f467,'american restaurant',na,35.87653815,-121.44609009999998,Big Sur,CA,6.1,2,"Dinner, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/3476986_7myZpd6ucS9EbbyId-TvQ5eh5Z9Qwvnjyn-OMip6nDY.jpg,4
1564,Sunset Grill,4cb519f18db0a143af616016,'american restaurant',9070 Castillo Dr,35.61156694,-121.14178229999999,San Simeon,CA,7.5,2,Brunch,3,1,https://fastly.4sqi.net/img/general/300x500/2947019_s2AIe5n7o7GGUviZb6q8aU44bhO-UX6CV-t9H16CDfE.jpg,9
1565,Big Sur Restaurant,4e23b4b8628469a5742d3255,'seafood restaurant',9290 Castillo Dr,35.61359102,-121.14388090000001,San Simeon,CA,7.4,3,"Dinner, Breakfast & more",3,1,https://fastly.4sqi.net/img/general/300x500/19290365_v3W7Zm1Qjrkt-abh3v3ak6TavR2EUKglXs2Qu0v_5f4.jpg,8
1566,Wild Coast Restaurant,569085dc498ee79af768390f,'american restaurant',"71895 HWY # 1,",35.884266,-121.4553,Big Sur,CA,,2,,3,1,https://fastly.4sqi.net/img/general/300x500/27336149_wCihnkgy4tNQBTlDV3-mRzCgldP2xw3uLztpnu48X4o.jpg,2
1567,Cavalier Oceanfront Restaurant,4e55520ca809cbf4e46cdcd9,'american restaurant',9415 Hearst Dr,35.6142,-121.14645,San Simeon,CA,6.3,2,"Dinner, Breakfast & more",3,1,https://fastly.4sqi.net/img/general/300x500/71560618_yaZ5AEDvd-2bgh83srJf7zs835bXXzqRgkUz7DyMuWY.jpg,28
1568,San Simeon Bar And Grill,4bd3a154a8b3a593c8866a5f,'american restaurant',9520 Castillo Dr,35.61499281,-121.1456524,San Simeon,CA,6.1,2,"Happy Hour, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/499466323_hUQr58Hb-VUKQwHjIKviNubtno70xwRYtVUZ2vd3XW8.jpg,30
1569,El Chorlito,4c4c873dd2bf76b099d21d85,'mexican restaurant',9155 Hearst Dr,35.61149002,-121.14323290000002,San Simeon,CA,6.2,3,"Dinner, Lunch & more",4,1,https://fastly.4sqi.net/img/general/300x500/77637983_56OraafXthmp8pN_gjfEEwxcdgDSE8iUkkbx8IsK0gc.jpg,12
1570,El Chorlito Mexican Restaurant,52bdfec7498ee1090dfaa7b9,'mexican restaurant',Cabrillo Highway 1,35.65124186,-121.18605190000001,na,California,,1,,4,1,https://fastly.4sqi.net/img/general/300x500/96396692_67T_AapYKzMLO19wuT5PtdqP41xksCpjKsWTQDoUgHM.jpg,1
1571,Chow Hall,4cf59fb80a71224b42951993,'fast food restaurant',na,36.00391148,-121.236186,Jolon,CA,,1,"Dinner, Breakfast & more",0,1,https://fastly.4sqi.net/img/general/300x500/mx7lyiIUpgwM825FgflCToTEed3q1Wmoy_GC6mudl_8.jpg,0
1572,Manta Ray,4c54ef771b46c9b67ec05bcf,'seafood restaurant',9240 Castillo Dr,35.61282093,-121.14321709999999,San Simeon,CA,5.7,3,,3,1,https://fastly.4sqi.net/img/general/300x500/477780999_vHi9drBw3f-wRcR9wc-IQsWs_gfcz_L9GCIJpBO9Ubo.jpg,7
